0.236714 0.324996 0.015745 -0.125134 -0.122774 0.186081 -0.411301 -0.095245 0.631869 -0.090774 -0.885987 -0.096831 0.525408 0.447633 -0.216297 -0.205309 -1.035079 -0.017681 -0.754945 -0.214679 0.112378 -0.094178 0.136832 0.460318 -0.026208 -0.167239 -0.084344 0.433256 -0.224372 0.028766 -0.877339 -0.149533 0.000836 0.397843 0.792364 -0.484431 -0.331998 -0.189024 0.093083 -0.149408 0.191806 -0.579341 0.530631 -0.067929 0.454156 0.268434 -0.167103 -0.359700 0.105798 -0.283356
-0.690586 -0.043261 -0.024752 -0.098204 -0.123110 -0.088035 -0.521707 -0.483396 0.394214 0.360363 -0.157942 0.130121 -0.268776 -0.545937 -0.274527 0.821431 0.129109 0.068093 -0.276980 0.055870 0.129261 0.192362 0.447673 -0.346884 0.228081 0.114329 0.070539 0.035329 0.861346 0.741593 0.698918 0.118372 0.024329 -0.242224 -0.622994 0.769412 0.491206 0.127033 -0.438522 -0.135961 -0.324340 0.720033 -0.218183 0.082206 0.116022 -0.115786 0.205066 0.201838 -0.389982 0.072474
-0.258603 0.185557 0.384536 0.229039 1.390560 0.974399 -0.347950 -0.000795 -0.248053 0.087929 -0.479586 -0.062284 0.265899 0.057983 -0.634063 0.471381 -0.270520 0.070957 -0.578723 0.603614 -0.655029 0.335541 -0.113789 -0.200032 -1.053548 0.601683 -0.452321 0.881711 -0.719510 -0.119080 0.056827 0.136054 0.017330 0.377222 0.269500 -0.283116 0.542302 0.232175 0.607054 0.347849 0.529388 0.155029 -0.574223 -0.069970 0.358800 0.297251 0.511190 0.362189 0.455006 1.090722
0.118159 -0.340804 -0.158999 -0.141716 0.926459 -0.336197 -0.571532 -0.078675 -0.164553 0.315856 0.126792 -0.393015 0.368904 0.098969 0.185776 0.452582 0.792618 -0.038675 1.153891 -0.433470 0.369560 -0.714343 0.535612 0.483780 -0.761995 -0.394336 -0.061111 0.385030 -0.854157 0.791182 0.288926 -0.090115 -0.275539 0.287175 0.081364 -0.384573 -0.724765 -0.182976 -0.393386 0.636371 -0.493866 0.725525 -0.509179 0.426139 0.034907 1.024974 0.293478 0.061465 0.612433 -0.284618
0.273894 -0.087167 -0.043147 0.930076 -0.847038 -0.293719 0.440326 0.023660 -0.282569 0.179163 0.424866 -0.502478 -0.917103 -0.952464 0.627997 0.527522 0.070086 0.025635 0.275248 -0.235034 -0.366817 0.215583 -0.700521 0.072316 0.158716 -0.228959 -0.080641 -1.358019 0.261829 0.313480 0.199826 0.073745 -0.155361 -0.547243 -0.975455 0.374911 0.300004 0.514584 0.564799 -0.807926 0.575896 -0.513778 -0.145942 0.154413 0.468518 -0.355690 -0.387031 -0.717706 -0.489622 -0.127381
0.739805 -0.390533 -0.015385 -0.843715 0.103862 0.039414 0.608133 -0.236110 0.466838 0.073574 0.028308 0.762747 0.266847 0.902691 0.302740 -0.983940 0.154063 0.218907 0.911892 0.031183 0.019077 0.093128 -0.598929 -0.631772 0.684245 0.053675 0.607781 -0.054910 0.555327 -0.770405 0.372194 -0.043291 -0.847155 0.150814 0.413924 0.387328 -0.661832 -0.066283 0.053726 -0.273022 -0.091029 -0.285644 0.013516 -0.105925 -1.666814 0.926361 -0.475451 0.959451 -0.339842 -0.103139
0.852026 0.252643 -0.003456 0.296572 -0.917176 -0.036557 0.599469 -0.524868 0.525331 -0.154335 -0.839190 0.016979 0.420338 -0.756469 -0.643292 -0.142259 -0.313469 0.010458 -0.611293 0.204904 0.008774 0.362072 0.462007 -0.565585 0.248279 0.043862 0.154230 -0.479893 -0.216537 0.205329 -0.668620 -0.042238 0.907953 -0.648790 0.154713 0.018956 0.063348 0.030440 -0.819905 -0.107847 0.285495 -0.061512 0.404185 -0.444087 -0.645187 -0.687381 0.345941 0.351303 0.322415 -0.040552
-0.525535 0.397313 -0.070058 -0.263280 0.490464 -0.589490 -0.602884 0.714287 0.821878 -0.063848 0.348392 -0.118080 0.225369 0.273573 0.242276 0.523583 -0.435574 0.118356 -0.292453 -0.373296 0.046778 -0.081098 0.293223 0.094308 -0.301335 0.556105 -0.092180 0.797246 0.401871 0.087596 -0.630333 0.280251 0.570829 0.030330 -0.856240 0.289161 0.408952 0.362292 1.121906 0.700118 -0.879682 -0.539886 -0.627744 -0.176263 0.691185 -0.527143 0.767618 0.074378 -0.285340 0.372151
0.302474 0.167392 -0.120243 0.108778 -0.200377 0.053479 0.821850 0.447482 -1.257227 -0.648040 0.634649 -0.272850 -0.626296 0.343544 -0.395325 -0.631649 0.758024 -0.093928 -0.252722 0.160958 0.184923 0.626108 -0.677432 0.430714 0.271233 -0.345192 -0.191991 -0.344476 -0.769662 -0.765040 0.577469 -0.008316 -0.561175 0.490727 0.789330 -0.269301 0.258452 0.038780 -1.025436 -0.121412 0.194083 0.240055 0.403098 0.106047 -0.336096 -1.166456 0.242667 -0.185296 -0.179724 0.171137
-1.074433 -0.387399 0.037591 -0.111913 -0.669973 0.046529 0.050505 0.176794 -0.821043 -0.016520 0.801148 0.539502 -0.282778 0.118200 0.798223 -0.849910 0.160562 -0.407318 0.377874 0.151781 0.133813 -0.926656 0.243162 0.192204 0.568801 -0.279952 0.110525 -0.235445 0.700465 -0.495122 -0.014414 -0.292211 0.334904 -0.330062 -0.049125 -0.413943 -0.276993 -0.855410 0.264672 -0.085742 0.002447 0.129535 0.790497 0.122107 0.480276 0.320288 -1.345457 -0.762565 0.207371 -0.868731
